dataset,trees_requested,trees_composed,budget,selector,frontier_leaves,peak_nodes,splits,runtime_seconds,input_bits,labels
ecoli,5,5,20000,p_value,64,32823,63,2.9119249000004856,36,0|1|2|3|4
