sample_id,target_label,robustness,changed_bits,untargeted_radius
0,0,0.0,,1.0
0,1,1.0,x2_b2,1.0
1,0,1.0,x1_b3,1.0
1,1,0.0,,1.0
2,0,1.0,x1_b1,1.0
2,1,0.0,,1.0
3,0,0.0,,1.0
3,1,1.0,x2_b2,1.0
4,0,0.0,,2.0
4,1,2.0,"x0_b0,x0_b4",2.0
5,0,0.0,,2.0
5,1,2.0,"x0_b4,x1_b2",2.0
6,0,0.0,,2.0
6,1,2.0,"x0_b1,x2_b2",2.0
7,0,0.0,,4.0
7,1,4.0,"x0_b1,x0_b2,x0_b4,x1_b3",4.0
8,0,0.0,,3.0
8,1,3.0,"x0_b2,x1_b3,x2_b1",3.0
9,0,0.0,,2.0
9,1,2.0,"x0_b2,x2_b2",2.0
