budget,dataset,elapsed_seconds,message,run_dir,selector,status,timeout_seconds,trees
20000,phoneme,600.2477887000132,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\phoneme\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,phoneme,600.4867021999962,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\phoneme\trees_5\B_20000\selector_modal,modal,timeout,600,5
20000,pima,600.1537417999934,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\pima\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,pima,600.1226716999954,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\pima\trees_5\B_20000\selector_modal,modal,timeout,600,5
20000,ring,600.0322737999959,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\ring\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,ring,600.0270482999913,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\ring\trees_5\B_20000\selector_modal,modal,timeout,600,5
20000,segmentation,600.0131865000003,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\segmentation\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,segmentation,600.0206096000038,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\segmentation\trees_5\B_20000\selector_modal,modal,timeout,600,5
20000,seismic_bumps,nan,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_10\B_20000\selector_modal,modal,skipped_existing,nan,10
20000,seismic_bumps,nan,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_5\B_20000\selector_modal,modal,skipped_existing,nan,5
20000,shuttle,600.0104660999932,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\shuttle\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,shuttle,600.0310022000049,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\shuttle\trees_5\B_20000\selector_modal,modal,timeout,600,5
20000,sonar,600.0189797000057,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\sonar\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,sonar,600.0103296999878,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\sonar\trees_5\B_20000\selector_modal,modal,timeout,600,5
20000,spambase,600.4007948000071,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spambase\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,spambase,600.0896419000055,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spambase\trees_5\B_20000\selector_modal,modal,timeout,600,5
20000,spect,nan,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_10\B_20000\selector_modal,modal,skipped_existing,nan,10
20000,spect,nan,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_5\B_20000\selector_modal,modal,skipped_existing,nan,5
20000,spectf,600.0188873000006,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spectf\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,spectf,2.161038499994902,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spectf\trees_5\B_20000\selector_modal,modal,completed,600,5
20000,texture,600.0791982000082,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\texture\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,texture,600.0352950000088,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\texture\trees_5\B_20000\selector_modal,modal,timeout,600,5
20000,threeOf9,nan,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_10\B_20000\selector_modal,modal,skipped_existing,nan,10
20000,threeOf9,nan,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_5\B_20000\selector_modal,modal,skipped_existing,nan,5
20000,twonorm,600.0865143999981,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\twonorm\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,twonorm,600.2016691000026,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\twonorm\trees_5\B_20000\selector_modal,modal,timeout,600,5
20000,vehicle,600.0196886000049,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\vehicle\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,vehicle,600.0381191000051,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\vehicle\trees_5\B_20000\selector_modal,modal,timeout,600,5
20000,vowel,600.0161659000005,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\vowel\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,vowel,600.0170237999992,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\vowel\trees_5\B_20000\selector_modal,modal,timeout,600,5
20000,waveform-21,600.1541885999904,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\waveform-21\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,waveform-21,600.1645000999997,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\waveform-21\trees_5\B_20000\selector_modal,modal,timeout,600,5
20000,waveform-40,600.2605346999917,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\waveform-40\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,waveform-40,600.232387600001,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\waveform-40\trees_5\B_20000\selector_modal,modal,timeout,600,5
20000,wdbc,600.0306948999933,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\wdbc\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,wdbc,600.0207339000044,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\wdbc\trees_5\B_20000\selector_modal,modal,timeout,600,5
20000,wine-quality-red,600.1735367999936,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\wine-quality-red\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,wine-quality-red,600.1288952000032,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\wine-quality-red\trees_5\B_20000\selector_modal,modal,timeout,600,5
20000,wine-quality-white,600.2810271000053,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\wine-quality-white\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,wine-quality-white,600.3224550000014,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\wine-quality-white\trees_5\B_20000\selector_modal,modal,timeout,600,5
20000,wine-recog,600.0177288999985,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\wine-recog\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,wine-recog,2.9172800999949686,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\wine-recog\trees_5\B_20000\selector_modal,modal,completed,600,5
20000,wine-recognition,600.0189274000004,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\wine-recognition\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,wine-recognition,1.86935039999662,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\wine-recognition\trees_5\B_20000\selector_modal,modal,completed,600,5
20000,wpbc,600.0311924999987,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\wpbc\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,wpbc,2.7924455999891507,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\wpbc\trees_5\B_20000\selector_modal,modal,completed,600,5
20000,xd6,nan,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_10\B_20000\selector_modal,modal,skipped_existing,nan,10
20000,xd6,nan,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_5\B_20000\selector_modal,modal,skipped_existing,nan,5
20000,zernike,600.4723938000097,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\zernike\trees_10\B_20000\selector_modal,modal,timeout,600,10
20000,zernike,600.2449573999911,stopped after threshold of 600 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\zernike\trees_5\B_20000\selector_modal,modal,timeout,600,5
