bit,information_gain,shapley,p_value_strength,dataset,trees,budget,selector
x5_b0,0.0,-861779147502.6875,35184372088832.0,heart-sa,5,20000,modal
x5_b1,0.0,-790839239384.5156,35184372088832.0,heart-sa,5,20000,modal
x5_b2,0.0,-219674410890.125,35184372088832.0,heart-sa,5,20000,modal
x5_b3,0.0,-612310298369.1406,35184372088832.0,heart-sa,5,20000,modal
x5_b4,0.0,-472663747732.6406,35184372088832.0,heart-sa,5,20000,modal
x6_b0,0.0,-1134882144244.75,35184372088832.0,heart-sa,5,20000,modal
x6_b1,0.0,-768972184343.6562,35184372088832.0,heart-sa,5,20000,modal
x6_b2,0.0,-887967642381.4688,35184372088832.0,heart-sa,5,20000,modal
x6_b3,0.0,-365250240158.28125,35184372088832.0,heart-sa,5,20000,modal
x6_b4,0.0,-833671254059.4375,35184372088832.0,heart-sa,5,20000,modal
x7_b0,0.0,-526166908946.6094,35184372088832.0,heart-sa,5,20000,modal
x7_b1,0.0,-1088846448523.7968,35184372088832.0,heart-sa,5,20000,modal
x7_b2,0.0,-984666126105.0468,35184372088832.0,heart-sa,5,20000,modal
x7_b3,0.0,-658074717875.4688,35184372088832.0,heart-sa,5,20000,modal
x7_b4,0.0,-1735819706670.3906,35184372088832.0,heart-sa,5,20000,modal
x8_b0,0.0,-306007847466.875,35184372088832.0,heart-sa,5,20000,modal
x8_b1,0.0,-954522096529.8594,35184372088832.0,heart-sa,5,20000,modal
x8_b2,0.0,-1693704059044.2031,35184372088832.0,heart-sa,5,20000,modal
x8_b3,0.0,-768722458546.8125,35184372088832.0,heart-sa,5,20000,modal
x8_b4,0.0,-1047176311972.0,35184372088832.0,heart-sa,5,20000,modal
x0_b0,0.0,-3807.796875,65536.0,iris,10,20000,modal
x0_b1,0.0,-6751.78125,65536.0,iris,10,20000,modal
x0_b2,0.0,-3034.0625,65536.0,iris,10,20000,modal
x0_b3,0.0,-6560.078125,65536.0,iris,10,20000,modal
x1_b0,0.0,-3575.859375,65536.0,iris,10,20000,modal
x1_b1,0.0,-3156.59375,65536.0,iris,10,20000,modal
x1_b2,0.0,-4070.203125,65536.0,iris,10,20000,modal
x2_b0,0.0,-2746.90625,65536.0,iris,10,20000,modal
x2_b1,0.0,-4491.609375,65536.0,iris,10,20000,modal
x2_b2,0.0,-2938.53125,65536.0,iris,10,20000,modal
x2_b3,0.0,-5242.09375,65536.0,iris,10,20000,modal
x2_b4,0.0,-4205.734375,65536.0,iris,10,20000,modal
x3_b0,0.0,-5161.421875,65536.0,iris,10,20000,modal
x3_b1,0.0,-4779.640625,65536.0,iris,10,20000,modal
x3_b2,0.0,-2799.5625,65536.0,iris,10,20000,modal
x3_b3,0.0,-2213.125,65536.0,iris,10,20000,modal
x0_b0,0.0,-3807.796875,65536.0,iris,5,20000,modal
x0_b1,0.0,-6751.78125,65536.0,iris,5,20000,modal
x0_b2,0.0,-3034.0625,65536.0,iris,5,20000,modal
x0_b3,0.0,-6560.078125,65536.0,iris,5,20000,modal
x1_b0,0.0,-3575.859375,65536.0,iris,5,20000,modal
x1_b1,0.0,-3156.59375,65536.0,iris,5,20000,modal
x1_b2,0.0,-4070.203125,65536.0,iris,5,20000,modal
x2_b0,0.0,-2746.90625,65536.0,iris,5,20000,modal
x2_b1,0.0,-4491.609375,65536.0,iris,5,20000,modal
x2_b2,0.0,-2938.53125,65536.0,iris,5,20000,modal
x2_b3,0.0,-5242.09375,65536.0,iris,5,20000,modal
x2_b4,0.0,-4205.734375,65536.0,iris,5,20000,modal
x3_b0,0.0,-5161.421875,65536.0,iris,5,20000,modal
x3_b1,0.0,-4779.640625,65536.0,iris,5,20000,modal
x3_b2,0.0,-2799.5625,65536.0,iris,5,20000,modal
x3_b3,0.0,-2213.125,65536.0,iris,5,20000,modal
x0_b0,0.0,-522.875,8192.0,lupus,10,20000,modal
x0_b1,0.0,-706.109375,8192.0,lupus,10,20000,modal
x0_b2,0.0,-607.859375,8192.0,lupus,10,20000,modal
x0_b3,0.0,-436.109375,8192.0,lupus,10,20000,modal
x0_b4,0.0,-700.375,8192.0,lupus,10,20000,modal
x1_b0,0.0,-399.890625,8192.0,lupus,10,20000,modal
x1_b1,0.0,-640.609375,8192.0,lupus,10,20000,modal
x1_b2,0.0,-666.359375,8192.0,lupus,10,20000,modal
x1_b3,0.0,-619.65625,8192.0,lupus,10,20000,modal
x2_b0,0.0,-880.109375,8192.0,lupus,10,20000,modal
x2_b1,0.0,-842.734375,8192.0,lupus,10,20000,modal
x2_b2,0.0,-609.046875,8192.0,lupus,10,20000,modal
x2_b3,0.0,-559.265625,8192.0,lupus,10,20000,modal
x0_b0,0.0,-522.875,8192.0,lupus,5,20000,modal
x0_b1,0.0,-706.109375,8192.0,lupus,5,20000,modal
x0_b2,0.0,-607.859375,8192.0,lupus,5,20000,modal
x0_b3,0.0,-436.109375,8192.0,lupus,5,20000,modal
x0_b4,0.0,-700.375,8192.0,lupus,5,20000,modal
x1_b0,0.0,-399.890625,8192.0,lupus,5,20000,modal
x1_b1,0.0,-640.609375,8192.0,lupus,5,20000,modal
x1_b2,0.0,-666.359375,8192.0,lupus,5,20000,modal
x1_b3,0.0,-619.65625,8192.0,lupus,5,20000,modal
x2_b0,0.0,-880.109375,8192.0,lupus,5,20000,modal
x2_b1,0.0,-842.734375,8192.0,lupus,5,20000,modal
x2_b2,0.0,-609.046875,8192.0,lupus,5,20000,modal
x2_b3,0.0,-559.265625,8192.0,lupus,5,20000,modal
x0_b0,0.0,-522.875,8192.0,mammo,10,20000,modal
x1_b0,0.0,-706.109375,8192.0,mammo,10,20000,modal
x2_b0,0.0,-607.859375,8192.0,mammo,10,20000,modal
x3_b0,0.0,-436.109375,8192.0,mammo,10,20000,modal
x4_b0,0.0,-700.375,8192.0,mammo,10,20000,modal
x5_b0,0.0,-399.890625,8192.0,mammo,10,20000,modal
x6_b0,0.0,-640.609375,8192.0,mammo,10,20000,modal
x7_b0,0.0,-666.359375,8192.0,mammo,10,20000,modal
x8_b0,0.0,-619.65625,8192.0,mammo,10,20000,modal
x9_b0,0.0,-880.109375,8192.0,mammo,10,20000,modal
x10_b0,0.0,-842.734375,8192.0,mammo,10,20000,modal
x11_b0,0.0,-609.046875,8192.0,mammo,10,20000,modal
x12_b0,0.0,-559.265625,8192.0,mammo,10,20000,modal
x0_b0,0.0,-522.875,8192.0,mammo,5,20000,modal
x1_b0,0.0,-706.109375,8192.0,mammo,5,20000,modal
x2_b0,0.0,-607.859375,8192.0,mammo,5,20000,modal
x3_b0,0.0,-436.109375,8192.0,mammo,5,20000,modal
x4_b0,0.0,-700.375,8192.0,mammo,5,20000,modal
x5_b0,0.0,-399.890625,8192.0,mammo,5,20000,modal
x6_b0,0.0,-640.609375,8192.0,mammo,5,20000,modal
x7_b0,0.0,-666.359375,8192.0,mammo,5,20000,modal
x8_b0,0.0,-619.65625,8192.0,mammo,5,20000,modal
x9_b0,0.0,-880.109375,8192.0,mammo,5,20000,modal
x10_b0,0.0,-842.734375,8192.0,mammo,5,20000,modal
x11_b0,0.0,-609.046875,8192.0,mammo,5,20000,modal
x12_b0,0.0,-559.265625,8192.0,mammo,5,20000,modal
x0_b0,0.0,-85.03125,1024.0,mofn-3-7-10,10,20000,modal
x1_b0,0.0,-112.78125,1024.0,mofn-3-7-10,10,20000,modal
x2_b0,0.0,-108.71875,1024.0,mofn-3-7-10,10,20000,modal
x3_b0,0.0,-108.546875,1024.0,mofn-3-7-10,10,20000,modal
x4_b0,0.0,-88.625,1024.0,mofn-3-7-10,10,20000,modal
x5_b0,0.0,-95.09375,1024.0,mofn-3-7-10,10,20000,modal
x6_b0,0.0,-111.421875,1024.0,mofn-3-7-10,10,20000,modal
x7_b0,0.0,-92.5,1024.0,mofn-3-7-10,10,20000,modal
x8_b0,0.0,-114.703125,1024.0,mofn-3-7-10,10,20000,modal
x9_b0,0.0,-105.578125,1024.0,mofn-3-7-10,10,20000,modal
x0_b0,0.0,-85.03125,1024.0,mofn-3-7-10,5,20000,modal
x1_b0,0.0,-112.78125,1024.0,mofn-3-7-10,5,20000,modal
x2_b0,0.0,-108.71875,1024.0,mofn-3-7-10,5,20000,modal
x3_b0,0.0,-108.546875,1024.0,mofn-3-7-10,5,20000,modal
x4_b0,0.0,-88.625,1024.0,mofn-3-7-10,5,20000,modal
x5_b0,0.0,-95.09375,1024.0,mofn-3-7-10,5,20000,modal
x6_b0,0.0,-111.421875,1024.0,mofn-3-7-10,5,20000,modal
x7_b0,0.0,-92.5,1024.0,mofn-3-7-10,5,20000,modal
x8_b0,0.0,-114.703125,1024.0,mofn-3-7-10,5,20000,modal
x9_b0,0.0,-105.578125,1024.0,mofn-3-7-10,5,20000,modal
x0_b0,0.0,-6853774.578125,268435456.0,new-thyroid,10,20000,modal
x0_b1,0.0,-10766111.59375,268435456.0,new-thyroid,10,20000,modal
x0_b2,0.0,-8011047.484375,268435456.0,new-thyroid,10,20000,modal
x0_b3,0.0,-10200318.984375,268435456.0,new-thyroid,10,20000,modal
x0_b4,0.0,-11260719.46875,268435456.0,new-thyroid,10,20000,modal
x1_b0,0.0,-8794110.515625,268435456.0,new-thyroid,10,20000,modal
x1_b1,0.0,-10362091.234375,268435456.0,new-thyroid,10,20000,modal
x1_b2,0.0,-13275017.890625,268435456.0,new-thyroid,10,20000,modal
x1_b3,0.0,-6790357.265625,268435456.0,new-thyroid,10,20000,modal
x1_b4,0.0,-5645562.234375,268435456.0,new-thyroid,10,20000,modal
x1_b5,0.0,-11452702.96875,268435456.0,new-thyroid,10,20000,modal
x2_b0,0.0,-9641112.0625,268435456.0,new-thyroid,10,20000,modal
x2_b1,0.0,-6439987.25,268435456.0,new-thyroid,10,20000,modal
x2_b2,0.0,-7142581.765625,268435456.0,new-thyroid,10,20000,modal
x2_b3,0.0,-11292681.15625,268435456.0,new-thyroid,10,20000,modal
x2_b4,0.0,-8299337.28125,268435456.0,new-thyroid,10,20000,modal
x3_b0,0.0,-14929726.09375,268435456.0,new-thyroid,10,20000,modal
x3_b1,0.0,-10160666.4375,268435456.0,new-thyroid,10,20000,modal
x3_b2,0.0,-8234995.59375,268435456.0,new-thyroid,10,20000,modal
x3_b3,0.0,-17360676.65625,268435456.0,new-thyroid,10,20000,modal
x3_b4,0.0,-12781572.15625,268435456.0,new-thyroid,10,20000,modal
x3_b5,0.0,-18161827.765625,268435456.0,new-thyroid,10,20000,modal
x4_b0,0.0,-4067160.84375,268435456.0,new-thyroid,10,20000,modal
x4_b1,0.0,-10727477.78125,268435456.0,new-thyroid,10,20000,modal
x4_b2,0.0,-8236598.9375,268435456.0,new-thyroid,10,20000,modal
x4_b3,0.0,-10732956.84375,268435456.0,new-thyroid,10,20000,modal
x4_b4,0.0,-4009320.921875,268435456.0,new-thyroid,10,20000,modal
x4_b5,0.0,-2804961.234375,268435456.0,new-thyroid,10,20000,modal
x0_b0,0.0,-6853774.578125,268435456.0,new-thyroid,5,20000,modal
x0_b1,0.0,-10766111.59375,268435456.0,new-thyroid,5,20000,modal
x0_b2,0.0,-8011047.484375,268435456.0,new-thyroid,5,20000,modal
x0_b3,0.0,-10200318.984375,268435456.0,new-thyroid,5,20000,modal
x0_b4,0.0,-11260719.46875,268435456.0,new-thyroid,5,20000,modal
x1_b0,0.0,-8794110.515625,268435456.0,new-thyroid,5,20000,modal
x1_b1,0.0,-10362091.234375,268435456.0,new-thyroid,5,20000,modal
x1_b2,0.0,-13275017.890625,268435456.0,new-thyroid,5,20000,modal
x1_b3,0.0,-6790357.265625,268435456.0,new-thyroid,5,20000,modal
x1_b4,0.0,-5645562.234375,268435456.0,new-thyroid,5,20000,modal
x1_b5,0.0,-11452702.96875,268435456.0,new-thyroid,5,20000,modal
x2_b0,0.0,-9641112.0625,268435456.0,new-thyroid,5,20000,modal
x2_b1,0.0,-6439987.25,268435456.0,new-thyroid,5,20000,modal
x2_b2,0.0,-7142581.765625,268435456.0,new-thyroid,5,20000,modal
x2_b3,0.0,-11292681.15625,268435456.0,new-thyroid,5,20000,modal
x2_b4,0.0,-8299337.28125,268435456.0,new-thyroid,5,20000,modal
x3_b0,0.0,-14929726.09375,268435456.0,new-thyroid,5,20000,modal
x3_b1,0.0,-10160666.4375,268435456.0,new-thyroid,5,20000,modal
x3_b2,0.0,-8234995.59375,268435456.0,new-thyroid,5,20000,modal
x3_b3,0.0,-17360676.65625,268435456.0,new-thyroid,5,20000,modal
x3_b4,0.0,-12781572.15625,268435456.0,new-thyroid,5,20000,modal
x3_b5,0.0,-18161827.765625,268435456.0,new-thyroid,5,20000,modal
x4_b0,0.0,-4067160.84375,268435456.0,new-thyroid,5,20000,modal
x4_b1,0.0,-10727477.78125,268435456.0,new-thyroid,5,20000,modal
x4_b2,0.0,-8236598.9375,268435456.0,new-thyroid,5,20000,modal
x4_b3,0.0,-10732956.84375,268435456.0,new-thyroid,5,20000,modal
x4_b4,0.0,-4009320.921875,268435456.0,new-thyroid,5,20000,modal
x4_b5,0.0,-2804961.234375,268435456.0,new-thyroid,5,20000,modal
x0_b0,0.0,-1.299659231210546e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x1_b0,0.0,-2.602802933468252e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x1_b1,0.0,-1.7069110290288648e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x2_b0,0.0,-1.183667755862393e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x3_b0,0.0,-2.0538908663279332e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x3_b1,0.0,-3.194123063651381e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x3_b2,0.0,-2.5132918886842245e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x3_b3,0.0,-2.681698195745188e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x3_b4,0.0,-1.0551689037979736e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x3_b5,0.0,-1.3564953560376123e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x3_b6,0.0,-1.6775131185506424e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x3_b7,0.0,-2.9471185346926377e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x3_b8,0.0,-9.875224053149148e+17,1.475739525896764e+20,seismic_bumps,10,20000,modal
x4_b0,0.0,-3.5326179806000394e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x4_b1,0.0,-3.70755609808061e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x4_b2,0.0,-2.065586577468337e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x4_b3,0.0,-1.2551623953367895e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x4_b4,0.0,-2.5563922494781235e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x4_b5,0.0,-1.8108876657582984e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x4_b6,0.0,-1.7305803947102746e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x4_b7,0.0,-2.4277454054757857e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x4_b8,0.0,-1.6116887343276155e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x5_b0,0.0,-2.01063339558866e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x5_b1,0.0,-4.952554386509348e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x5_b2,0.0,-1.9213252718373e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x5_b3,0.0,-1.4144176803881905e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x5_b4,0.0,-3.4197904561552026e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x5_b5,0.0,-1.7486115241693125e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x5_b6,0.0,-1.5052340811906058e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x5_b7,0.0,-4.74280395581014e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x6_b0,0.0,-7.161062732611816e+17,1.475739525896764e+20,seismic_bumps,10,20000,modal
x6_b1,0.0,-8.0657211131886e+17,1.475739525896764e+20,seismic_bumps,10,20000,modal
x6_b2,0.0,-3.3650875918208947e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x6_b3,0.0,-1.7509328720139889e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x6_b4,0.0,-1.2010954675019356e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x6_b5,0.0,-1.9442757875660687e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x6_b6,0.0,-2.288171376620182e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x6_b7,0.0,-1.168675921725017e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x7_b0,0.0,-1.6813553825870172e+16,1.475739525896764e+20,seismic_bumps,10,20000,modal
x7_b1,0.0,-1.0001987085932872e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x8_b0,0.0,-2.713853653049005e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x8_b1,0.0,-1.067748165512154e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x8_b2,0.0,-3.031018593708748e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x8_b3,0.0,-2.8958555458283274e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x9_b0,0.0,-2.8946722894998333e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x9_b1,0.0,-2.818101846000712e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x9_b2,0.0,-4.4707487057235154e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x10_b0,0.0,-1.241382703259737e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x10_b1,0.0,-4.2913555249267256e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x10_b2,0.0,-8.521801645663375e+17,1.475739525896764e+20,seismic_bumps,10,20000,modal
x11_b0,0.0,-2.7480423908568847e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x11_b1,0.0,-1.7967811562600218e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x12_b0,0.0,-5.3331667644505e+17,1.475739525896764e+20,seismic_bumps,10,20000,modal
x16_b0,0.0,-1.2044832265604588e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x16_b1,0.0,-2.8049375560444744e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x16_b2,0.0,-2.2684753052447176e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x16_b3,0.0,-2.3158493068674157e+17,1.475739525896764e+20,seismic_bumps,10,20000,modal
x16_b4,0.0,-1.2239996757628495e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x16_b5,0.0,-2.993117298890828e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x16_b6,0.0,-3.4883963790781983e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x16_b7,0.0,-9.794212452637338e+17,1.475739525896764e+20,seismic_bumps,10,20000,modal
x17_b0,0.0,-2.5292388985409664e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x17_b1,0.0,-5.646666269686182e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x17_b2,0.0,-5.288582912786946e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x17_b3,0.0,-1.1678654752882373e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x17_b4,0.0,-2.326903574577775e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x17_b5,0.0,-2.1338412261227597e+18,1.475739525896764e+20,seismic_bumps,10,20000,modal
x0_b0,0.0,-1.299659231210546e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x1_b0,0.0,-2.602802933468252e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x1_b1,0.0,-1.7069110290288648e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x2_b0,0.0,-1.183667755862393e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x3_b0,0.0,-2.0538908663279332e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x3_b1,0.0,-3.194123063651381e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x3_b2,0.0,-2.5132918886842245e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x3_b3,0.0,-2.681698195745188e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x3_b4,0.0,-1.0551689037979736e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x3_b5,0.0,-1.3564953560376123e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x3_b6,0.0,-1.6775131185506424e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x3_b7,0.0,-2.9471185346926377e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x3_b8,0.0,-9.875224053149148e+17,1.475739525896764e+20,seismic_bumps,5,20000,modal
x4_b0,0.0,-3.5326179806000394e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x4_b1,0.0,-3.70755609808061e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x4_b2,0.0,-2.065586577468337e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x4_b3,0.0,-1.2551623953367895e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x4_b4,0.0,-2.5563922494781235e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x4_b5,0.0,-1.8108876657582984e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x4_b6,0.0,-1.7305803947102746e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x4_b7,0.0,-2.4277454054757857e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x4_b8,0.0,-1.6116887343276155e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x5_b0,0.0,-2.01063339558866e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x5_b1,0.0,-4.952554386509348e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x5_b2,0.0,-1.9213252718373e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x5_b3,0.0,-1.4144176803881905e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x5_b4,0.0,-3.4197904561552026e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x5_b5,0.0,-1.7486115241693125e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x5_b6,0.0,-1.5052340811906058e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x5_b7,0.0,-4.74280395581014e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x6_b0,0.0,-7.161062732611816e+17,1.475739525896764e+20,seismic_bumps,5,20000,modal
x6_b1,0.0,-8.0657211131886e+17,1.475739525896764e+20,seismic_bumps,5,20000,modal
x6_b2,0.0,-3.3650875918208947e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x6_b3,0.0,-1.7509328720139889e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x6_b4,0.0,-1.2010954675019356e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x6_b5,0.0,-1.9442757875660687e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x6_b6,0.0,-2.288171376620182e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x6_b7,0.0,-1.168675921725017e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x7_b0,0.0,-1.6813553825870172e+16,1.475739525896764e+20,seismic_bumps,5,20000,modal
x7_b1,0.0,-1.0001987085932872e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x8_b0,0.0,-2.713853653049005e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x8_b1,0.0,-1.067748165512154e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x8_b2,0.0,-3.031018593708748e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x8_b3,0.0,-2.8958555458283274e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x9_b0,0.0,-2.8946722894998333e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x9_b1,0.0,-2.818101846000712e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x9_b2,0.0,-4.4707487057235154e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x10_b0,0.0,-1.241382703259737e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x10_b1,0.0,-4.2913555249267256e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x10_b2,0.0,-8.521801645663375e+17,1.475739525896764e+20,seismic_bumps,5,20000,modal
x11_b0,0.0,-2.7480423908568847e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x11_b1,0.0,-1.7967811562600218e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x12_b0,0.0,-5.3331667644505e+17,1.475739525896764e+20,seismic_bumps,5,20000,modal
x16_b0,0.0,-1.2044832265604588e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x16_b1,0.0,-2.8049375560444744e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x16_b2,0.0,-2.2684753052447176e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x16_b3,0.0,-2.3158493068674157e+17,1.475739525896764e+20,seismic_bumps,5,20000,modal
x16_b4,0.0,-1.2239996757628495e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x16_b5,0.0,-2.993117298890828e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x16_b6,0.0,-3.4883963790781983e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x16_b7,0.0,-9.794212452637338e+17,1.475739525896764e+20,seismic_bumps,5,20000,modal
x17_b0,0.0,-2.5292388985409664e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x17_b1,0.0,-5.646666269686182e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x17_b2,0.0,-5.288582912786946e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x17_b3,0.0,-1.1678654752882373e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x17_b4,0.0,-2.326903574577775e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x17_b5,0.0,-2.1338412261227597e+18,1.475739525896764e+20,seismic_bumps,5,20000,modal
x0_b0,0.0,-194939.484375,4194304.0,spect,10,20000,modal
x1_b0,0.0,-219368.640625,4194304.0,spect,10,20000,modal
x2_b0,0.0,-105675.453125,4194304.0,spect,10,20000,modal
x3_b0,0.0,-138503.859375,4194304.0,spect,10,20000,modal
x4_b0,0.0,-135969.03125,4194304.0,spect,10,20000,modal
x5_b0,0.0,-129401.1875,4194304.0,spect,10,20000,modal
x6_b0,0.0,-261452.515625,4194304.0,spect,10,20000,modal
x7_b0,0.0,-277089.5,4194304.0,spect,10,20000,modal
x8_b0,0.0,-108982.265625,4194304.0,spect,10,20000,modal
x9_b0,0.0,-183705.140625,4194304.0,spect,10,20000,modal
x10_b0,0.0,-359839.171875,4194304.0,spect,10,20000,modal
x11_b0,0.0,-171200.171875,4194304.0,spect,10,20000,modal
x12_b0,0.0,-138752.90625,4194304.0,spect,10,20000,modal
x13_b0,0.0,-203874.421875,4194304.0,spect,10,20000,modal
x14_b0,0.0,-165566.625,4194304.0,spect,10,20000,modal
x15_b0,0.0,-212864.9375,4194304.0,spect,10,20000,modal
x16_b0,0.0,-166542.78125,4194304.0,spect,10,20000,modal
x17_b0,0.0,-143615.28125,4194304.0,spect,10,20000,modal
x18_b0,0.0,-147219.3125,4194304.0,spect,10,20000,modal
x19_b0,0.0,-190895.390625,4194304.0,spect,10,20000,modal
x20_b0,0.0,-272235.796875,4194304.0,spect,10,20000,modal
x21_b0,0.0,-266609.125,4194304.0,spect,10,20000,modal
x0_b0,0.0,-194939.484375,4194304.0,spect,5,20000,modal
