bit,information_gain,shapley,p_value_strength
x0_b0,0.0,-85.03125,1024.0
x1_b0,0.0,-112.78125,1024.0
x2_b0,0.0,-108.71875,1024.0
x3_b0,0.0,-108.546875,1024.0
x4_b0,0.0,-88.625,1024.0
x5_b0,0.0,-95.09375,1024.0
x6_b0,0.0,-111.421875,1024.0
x7_b0,0.0,-92.5,1024.0
x8_b0,0.0,-114.703125,1024.0
x9_b0,0.0,-105.578125,1024.0
