budget,dataset,elapsed_seconds,message,run_dir,selector,status,timeout_seconds,trees
20000,lupus,1.959027000000788,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\lupus\trees_10\B_20000\selector_p_value,p_value,completed,300,10
20000,lupus,2.148397099999784,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\lupus\trees_10\B_20000\selector_random_node,random_node,completed,300,10
20000,lupus,1.9309491000003616,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\lupus\trees_10\B_20000\selector_shapley,shapley,completed,300,10
20000,lupus,1.9498882999996567,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\lupus\trees_5\B_20000\selector_info_gain,info_gain,completed,300,5
20000,lupus,2.0247587000001204,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\lupus\trees_5\B_20000\selector_modal,modal,completed,300,5
20000,lupus,1.9027872000006028,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\lupus\trees_5\B_20000\selector_p_value,p_value,completed,300,5
20000,lupus,1.8800774999999703,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\lupus\trees_5\B_20000\selector_random_node,random_node,completed,300,5
20000,lupus,1.9568597999987103,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\lupus\trees_5\B_20000\selector_shapley,shapley,completed,300,5
20000,mammo,2.1496121999989555,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mammo\trees_10\B_20000\selector_info_gain,info_gain,completed,300,10
20000,mammo,2.017788900000141,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mammo\trees_10\B_20000\selector_modal,modal,completed,300,10
20000,mammo,1.9443242999986976,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mammo\trees_10\B_20000\selector_p_value,p_value,completed,300,10
20000,mammo,1.875962400001299,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mammo\trees_10\B_20000\selector_random_node,random_node,completed,300,10
20000,mammo,1.8850120999995847,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mammo\trees_10\B_20000\selector_shapley,shapley,completed,300,10
20000,mammo,1.9468458999999712,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mammo\trees_5\B_20000\selector_info_gain,info_gain,completed,300,5
20000,mammo,2.113902199999984,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mammo\trees_5\B_20000\selector_modal,modal,completed,300,5
20000,mammo,2.0064328999997088,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mammo\trees_5\B_20000\selector_p_value,p_value,completed,300,5
20000,mammo,2.007791600000928,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mammo\trees_5\B_20000\selector_random_node,random_node,completed,300,5
20000,mammo,1.8651685999993788,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mammo\trees_5\B_20000\selector_shapley,shapley,completed,300,5
20000,mofn-3-7-10,2.2632852000006096,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mofn-3-7-10\trees_10\B_20000\selector_info_gain,info_gain,completed,300,10
20000,mofn-3-7-10,2.3515486000001147,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mofn-3-7-10\trees_10\B_20000\selector_modal,modal,completed,300,10
20000,mofn-3-7-10,2.129820599999221,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mofn-3-7-10\trees_10\B_20000\selector_p_value,p_value,completed,300,10
20000,mofn-3-7-10,2.313399900000149,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mofn-3-7-10\trees_10\B_20000\selector_random_node,random_node,completed,300,10
20000,mofn-3-7-10,2.0802719999992405,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mofn-3-7-10\trees_10\B_20000\selector_shapley,shapley,completed,300,10
20000,mofn-3-7-10,1.9920645999991395,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mofn-3-7-10\trees_5\B_20000\selector_info_gain,info_gain,completed,300,5
20000,mofn-3-7-10,2.194353099999944,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mofn-3-7-10\trees_5\B_20000\selector_modal,modal,completed,300,5
20000,mofn-3-7-10,1.9817123000011636,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mofn-3-7-10\trees_5\B_20000\selector_p_value,p_value,completed,300,5
20000,mofn-3-7-10,2.2053907999998046,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mofn-3-7-10\trees_5\B_20000\selector_random_node,random_node,completed,300,5
20000,mofn-3-7-10,2.123992900000303,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\mofn-3-7-10\trees_5\B_20000\selector_shapley,shapley,completed,300,5
20000,new-thyroid,10.822886899999505,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\new-thyroid\trees_10\B_20000\selector_info_gain,info_gain,completed,300,10
20000,new-thyroid,11.814434299999904,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\new-thyroid\trees_10\B_20000\selector_modal,modal,completed,300,10
20000,new-thyroid,10.469725900000412,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\new-thyroid\trees_10\B_20000\selector_p_value,p_value,completed,300,10
20000,new-thyroid,9.10767880000094,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\new-thyroid\trees_10\B_20000\selector_random_node,random_node,completed,300,10
20000,new-thyroid,15.444327899998823,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\new-thyroid\trees_10\B_20000\selector_shapley,shapley,completed,300,10
20000,new-thyroid,2.395671899999797,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\new-thyroid\trees_5\B_20000\selector_info_gain,info_gain,completed,300,5
20000,new-thyroid,2.2229858999999124,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\new-thyroid\trees_5\B_20000\selector_modal,modal,completed,300,5
20000,new-thyroid,2.044825099999798,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\new-thyroid\trees_5\B_20000\selector_p_value,p_value,completed,300,5
20000,new-thyroid,1.9923484999999344,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\new-thyroid\trees_5\B_20000\selector_random_node,random_node,completed,300,5
20000,new-thyroid,2.2381189999996423,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\new-thyroid\trees_5\B_20000\selector_shapley,shapley,completed,300,5
20000,seismic_bumps,76.11809340000036,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_10\B_20000\selector_info_gain,info_gain,completed,300,10
20000,seismic_bumps,63.42922219999991,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_10\B_20000\selector_modal,modal,completed,300,10
20000,seismic_bumps,68.74459360000037,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_10\B_20000\selector_p_value,p_value,completed,300,10
20000,seismic_bumps,300.13106679999873,stopped after threshold of 300 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_10\B_20000\selector_random_node,random_node,timeout,300,10
20000,seismic_bumps,300.14211570000043,stopped after threshold of 300 seconds,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_10\B_20000\selector_shapley,shapley,timeout,300,10
20000,seismic_bumps,2.5970386000008148,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_5\B_20000\selector_info_gain,info_gain,completed,300,5
20000,seismic_bumps,3.112120799999957,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_5\B_20000\selector_modal,modal,completed,300,5
20000,seismic_bumps,2.535352899998543,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_5\B_20000\selector_p_value,p_value,completed,300,5
20000,seismic_bumps,2.9407602999999654,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_5\B_20000\selector_random_node,random_node,completed,300,5
20000,seismic_bumps,2.603631800000585,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\seismic_bumps\trees_5\B_20000\selector_shapley,shapley,completed,300,5
20000,spect,2.0816073000005417,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_10\B_20000\selector_info_gain,info_gain,completed,300,10
20000,spect,2.1353033000000323,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_10\B_20000\selector_modal,modal,completed,300,10
20000,spect,2.2384455999999773,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_10\B_20000\selector_p_value,p_value,completed,300,10
20000,spect,2.2540611999993416,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_10\B_20000\selector_random_node,random_node,completed,300,10
20000,spect,2.030496000001221,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_10\B_20000\selector_shapley,shapley,completed,300,10
20000,spect,2.8721505000012257,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_5\B_20000\selector_info_gain,info_gain,completed,300,5
20000,spect,1.9620597999999063,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_5\B_20000\selector_modal,modal,completed,300,5
20000,spect,2.0775714999999764,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_5\B_20000\selector_p_value,p_value,completed,300,5
20000,spect,2.108596199999738,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_5\B_20000\selector_random_node,random_node,completed,300,5
20000,spect,1.972967699999572,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\spect\trees_5\B_20000\selector_shapley,shapley,completed,300,5
20000,threeOf9,1.9241920999993452,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_10\B_20000\selector_info_gain,info_gain,completed,300,10
20000,threeOf9,2.009582799999862,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_10\B_20000\selector_modal,modal,completed,300,10
20000,threeOf9,1.9441490000008343,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_10\B_20000\selector_p_value,p_value,completed,300,10
20000,threeOf9,1.9182932000003348,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_10\B_20000\selector_random_node,random_node,completed,300,10
20000,threeOf9,1.8372404000001552,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_10\B_20000\selector_shapley,shapley,completed,300,10
20000,threeOf9,2.111040099998718,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_5\B_20000\selector_info_gain,info_gain,completed,300,5
20000,threeOf9,1.9456124999999247,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_5\B_20000\selector_modal,modal,completed,300,5
20000,threeOf9,1.8463946000010765,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_5\B_20000\selector_p_value,p_value,completed,300,5
20000,threeOf9,1.8494331000001691,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_5\B_20000\selector_random_node,random_node,completed,300,5
20000,threeOf9,1.8891694000012649,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\threeOf9\trees_5\B_20000\selector_shapley,shapley,completed,300,5
20000,xd6,1.9966528000004475,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_10\B_20000\selector_info_gain,info_gain,completed,300,10
20000,xd6,2.0802071000000524,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_10\B_20000\selector_modal,modal,completed,300,10
20000,xd6,2.027241599998888,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_10\B_20000\selector_p_value,p_value,completed,300,10
20000,xd6,2.0124605000000884,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_10\B_20000\selector_random_node,random_node,completed,300,10
20000,xd6,2.1308169000003545,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_10\B_20000\selector_shapley,shapley,completed,300,10
20000,xd6,1.8757009000000835,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_5\B_20000\selector_info_gain,info_gain,completed,300,5
20000,xd6,1.9543585999999775,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_5\B_20000\selector_modal,modal,completed,300,5
20000,xd6,1.867216599999665,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_5\B_20000\selector_p_value,p_value,completed,300,5
20000,xd6,1.9253422000001592,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_5\B_20000\selector_random_node,random_node,completed,300,5
20000,xd6,1.8695078999990076,nan,C:\Users\ricca\Documents\Codex\2026-06-15\files-mentioned-by-the-user-bdss\outputs\bdss_rf_robustness_project\results\full_54_grid\xd6\trees_5\B_20000\selector_shapley,shapley,completed,300,5
