bit,information_gain,shapley,p_value_strength
x0_b0,0.0,-56.671875,512.0
x1_b0,0.0,-48.34375,512.0
x2_b0,0.0,-76.796875,512.0
x3_b0,0.0,-77.5625,512.0
x4_b0,0.0,-41.53125,512.0
x5_b0,0.0,-51.21875,512.0
x6_b0,0.0,-50.65625,512.0
x7_b0,0.0,-57.59375,512.0
x8_b0,0.0,-50.625,512.0
