number,value,datetime_start,datetime_complete,duration,params_criterion,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state
41,0.8522486693637427,2026-06-08 13:39:40.365773,2026-06-08 13:39:40.576271,0 days 00:00:00.210498,gini,10,2,5,67,COMPLETE
42,0.8559979200197351,2026-06-08 13:39:40.576306,2026-06-08 13:39:40.798084,0 days 00:00:00.221778,gini,9,2,5,72,COMPLETE
43,0.8567481075666219,2026-06-08 13:39:40.798114,2026-06-08 13:39:41.020321,0 days 00:00:00.222207,gini,9,2,5,71,COMPLETE
44,0.8472483563169653,2026-06-08 13:39:41.020351,2026-06-08 13:39:41.173958,0 days 00:00:00.153607,gini,9,3,4,36,COMPLETE
45,0.853998919519985,2026-06-08 13:39:41.173983,2026-06-08 13:39:41.368423,0 days 00:00:00.194440,entropy,8,2,2,62,COMPLETE
46,0.8537479197385553,2026-06-08 13:39:41.368451,2026-06-08 13:39:41.561378,0 days 00:00:00.192927,gini,8,2,3,71,COMPLETE
47,0.851748731785645,2026-06-08 13:39:41.561409,2026-06-08 13:39:41.746211,0 days 00:00:00.184802,gini,9,3,6,52,COMPLETE
48,0.8504987941138209,2026-06-08 13:39:41.746240,2026-06-08 13:39:41.945798,0 days 00:00:00.199558,gini,8,4,6,63,COMPLETE
49,0.8509983567855981,2026-06-08 13:39:41.945830,2026-06-08 13:39:42.171362,0 days 00:00:00.225532,entropy,7,3,4,77,COMPLETE
50,0.853998919519985,2026-06-08 13:39:42.171392,2026-06-08 13:39:42.372807,0 days 00:00:00.201415,gini,9,2,7,70,COMPLETE
51,0.8557472951446257,2026-06-08 13:39:42.372833,2026-06-08 13:39:42.599625,0 days 00:00:00.226792,gini,9,2,5,74,COMPLETE
52,0.8567482950197819,2026-06-08 13:39:42.599657,2026-06-08 13:39:42.799640,0 days 00:00:00.199983,gini,9,2,4,64,COMPLETE
53,0.8487487314107387,2026-06-08 13:39:42.799663,2026-06-08 13:39:43.004306,0 days 00:00:00.204643,gini,10,3,4,64,COMPLETE
54,0.8527484194886803,2026-06-08 13:39:43.004330,2026-06-08 13:39:43.197319,0 days 00:00:00.192989,gini,8,2,2,59,COMPLETE
55,0.8517504188640862,2026-06-08 13:39:43.197352,2026-06-08 13:39:43.398195,0 days 00:00:00.200843,gini,9,1,3,56,COMPLETE
56,0.8534997317545279,2026-06-08 13:39:43.398220,2026-06-08 13:39:43.648418,0 days 00:00:00.250198,log_loss,9,2,7,79,COMPLETE
57,0.848749106317059,2026-06-08 13:39:43.648448,2026-06-08 13:39:43.846042,0 days 00:00:00.197594,gini,8,6,6,64,COMPLETE
58,0.8487489188638989,2026-06-08 13:39:43.846061,2026-06-08 13:39:44.090987,0 days 00:00:00.244926,gini,10,3,5,71,COMPLETE
59,0.8467499183641487,2026-06-08 13:39:44.091023,2026-06-08 13:39:44.246287,0 days 00:00:00.155264,gini,9,1,3,39,COMPLETE
