number,value,datetime_start,datetime_complete,duration,params_criterion,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state
0,0.8484979190824693,2026-06-08 13:39:31.422770,2026-06-08 13:39:31.581337,0 days 00:00:00.158567,gini,10,1,4,44,COMPLETE
1,0.8504982317543405,2026-06-08 13:39:31.581361,2026-06-08 13:39:31.837456,0 days 00:00:00.256095,log_loss,7,3,17,88,COMPLETE
2,0.8152495395213121,2026-06-08 13:39:31.837485,2026-06-08 13:39:31.961943,0 days 00:00:00.124458,entropy,4,7,7,26,COMPLETE
3,0.8254979786925741,2026-06-08 13:39:31.961976,2026-06-08 13:39:32.071359,0 days 00:00:00.109383,log_loss,5,6,5,22,COMPLETE
4,0.820748290520906,2026-06-08 13:39:32.071389,2026-06-08 13:39:32.269799,0 days 00:00:00.198410,gini,3,10,20,63,COMPLETE
5,0.835998917270547,2026-06-08 13:39:32.269824,2026-06-08 13:39:32.518521,0 days 00:00:00.248697,entropy,5,5,4,83,COMPLETE
6,0.836497917582844,2026-06-08 13:39:32.518554,2026-06-08 13:39:32.623105,0 days 00:00:00.104551,entropy,10,6,11,13,COMPLETE
7,0.8459980437388208,2026-06-08 13:39:32.623133,2026-06-08 13:39:32.781646,0 days 00:00:00.158513,entropy,10,10,13,26,COMPLETE
8,0.8132488519431207,2026-06-08 13:39:32.781680,2026-06-08 13:39:32.893107,0 days 00:00:00.111427,log_loss,4,9,7,18,COMPLETE
9,0.83749854255168,2026-06-08 13:39:32.893133,2026-06-08 13:39:33.050019,0 days 00:00:00.156886,log_loss,5,10,3,42,COMPLETE
10,0.8524994816920123,2026-06-08 13:39:33.050049,2026-06-08 13:39:33.308476,0 days 00:00:00.258427,log_loss,8,2,20,99,COMPLETE
11,0.8514999814421372,2026-06-08 13:39:33.308496,2026-06-08 13:39:33.583918,0 days 00:00:00.275422,log_loss,8,2,20,95,COMPLETE
12,0.8537492319106764,2026-06-08 13:39:33.583951,2026-06-08 13:39:33.858397,0 days 00:00:00.274446,log_loss,8,1,20,100,COMPLETE
13,0.8464998558485198,2026-06-08 13:39:33.858427,2026-06-08 13:39:34.083482,0 days 00:00:00.225055,log_loss,8,3,16,74,COMPLETE
14,0.848999356285848,2026-06-08 13:39:34.083504,2026-06-08 13:39:34.338284,0 days 00:00:00.254780,log_loss,8,1,17,98,COMPLETE
15,0.8524987318793716,2026-06-08 13:39:34.338318,2026-06-08 13:39:34.570481,0 days 00:00:00.232163,log_loss,7,4,14,73,COMPLETE
16,0.853748857004356,2026-06-08 13:39:34.570512,2026-06-08 13:39:34.837416,0 days 00:00:00.266904,gini,9,2,20,100,COMPLETE
17,0.8549997319419811,2026-06-08 13:39:34.837436,2026-06-08 13:39:35.090611,0 days 00:00:00.253175,gini,9,1,10,83,COMPLETE
18,0.8514997939889769,2026-06-08 13:39:35.090641,2026-06-08 13:39:35.316744,0 days 00:00:00.226103,gini,9,4,10,81,COMPLETE
19,0.8469992310671371,2026-06-08 13:39:35.316774,2026-06-08 13:39:35.514828,0 days 00:00:00.198054,gini,6,1,9,59,COMPLETE
20,0.8519995441139147,2026-06-08 13:39:35.514860,2026-06-08 13:39:35.714208,0 days 00:00:00.199348,gini,9,8,13,67,COMPLETE
21,0.8534991693950474,2026-06-08 13:39:35.714233,2026-06-08 13:39:35.967869,0 days 00:00:00.253636,gini,9,2,15,91,COMPLETE
22,0.8487485439575787,2026-06-08 13:39:35.967890,2026-06-08 13:39:36.225354,0 days 00:00:00.257464,gini,9,3,18,86,COMPLETE
23,0.8517483568793248,2026-06-08 13:39:36.225388,2026-06-08 13:39:36.437164,0 days 00:00:00.211776,gini,7,1,18,79,COMPLETE
24,0.8527487943950005,2026-06-08 13:39:36.437188,2026-06-08 13:39:36.718105,0 days 00:00:00.280917,gini,9,2,12,100,COMPLETE
25,0.8549980448635397,2026-06-08 13:39:36.718128,2026-06-08 13:39:36.970938,0 days 00:00:00.252810,gini,8,4,9,92,COMPLETE
26,0.8509983567855981,2026-06-08 13:39:36.970970,2026-06-08 13:39:37.224561,0 days 00:00:00.253591,gini,6,4,8,90,COMPLETE
27,0.8522481070042622,2026-06-08 13:39:37.224597,2026-06-08 13:39:37.387599,0 days 00:00:00.163002,gini,8,5,10,48,COMPLETE
28,0.8502479817855514,2026-06-08 13:39:37.387630,2026-06-08 13:39:37.623071,0 days 00:00:00.235441,entropy,7,3,6,76,COMPLETE
29,0.8542489820356138,2026-06-08 13:39:37.623102,2026-06-08 13:39:37.876642,0 days 00:00:00.253540,gini,10,1,9,92,COMPLETE
30,0.851247107129106,2026-06-08 13:39:37.876673,2026-06-08 13:39:38.075889,0 days 00:00:00.199216,gini,10,7,9,68,COMPLETE
31,0.8552492320981294,2026-06-08 13:39:38.075914,2026-06-08 13:39:38.324497,0 days 00:00:00.248583,gini,10,1,11,93,COMPLETE
32,0.8534995443013678,2026-06-08 13:39:38.324523,2026-06-08 13:39:38.569244,0 days 00:00:00.244721,gini,10,1,11,87,COMPLETE
33,0.8527482320355201,2026-06-08 13:39:38.569269,2026-06-08 13:39:38.831233,0 days 00:00:00.261964,gini,10,3,8,93,COMPLETE
34,0.8504993564733012,2026-06-08 13:39:38.831263,2026-06-08 13:39:39.076506,0 days 00:00:00.245243,gini,10,1,11,83,COMPLETE
35,0.8579989825042468,2026-06-08 13:39:39.076537,2026-06-08 13:39:39.329061,0 days 00:00:00.252524,gini,9,2,6,92,COMPLETE
36,0.8554989197074381,2026-06-08 13:39:39.329091,2026-06-08 13:39:39.581675,0 days 00:00:00.252584,gini,9,2,5,85,COMPLETE
37,0.8562481699885242,2026-06-08 13:39:39.581704,2026-06-08 13:39:39.781723,0 days 00:00:00.200019,gini,9,2,5,70,COMPLETE
38,0.858997358035161,2026-06-08 13:39:39.781744,2026-06-08 13:39:39.988986,0 days 00:00:00.207242,gini,9,2,2,69,COMPLETE
39,0.8487498561296997,2026-06-08 13:39:39.989013,2026-06-08 13:39:40.172498,0 days 00:00:00.183485,entropy,9,3,3,49,COMPLETE
40,0.8232474160519141,2026-06-08 13:39:40.172534,2026-06-08 13:39:40.365752,0 days 00:00:00.193218,gini,3,5,2,58,COMPLETE
