dataset,trees_requested,trees_composed,budget,selector,frontier_leaves,peak_nodes,splits,runtime_seconds,input_bits,labels
ecoli,10,10,20000,modal,4914,37517,4913,153.06094549999398,36,0|1|2|3|4
