dataset,trees_requested,trees_composed,budget,selector,frontier_leaves,peak_nodes,splits,runtime_seconds,input_bits,labels
ecoli,5,5,20000,info_gain,64,32823,63,3.8175722000005408,36,0|1|2|3|4
